character_name,dialogue,polarity,frase
magic man,"  Yes, that is true!",0.6996,Frase 4029
magic man,"  There is, but you'll never make it work.",0.0,Frase 4030
magic man,  I don't know! Have you seen my trash palace? ,0.0,Frase 4031
magic man,  That's where I blow my nose all day!,0.0,Frase 4032
magic man,"  Yes, welcome to my tower of light! Everyone is welcome to share this magic kingdom. Squirrels, black mold, worms, poison ivy... tiny manticore!",0.7896,Frase 4033
magic man,  You tell me.,0.0,Frase 4034
magic man,[' Memories drift in and out of my mind...'],0.0,Frase 4035
magic man, And the little people get left behind...,0.0,Frase 4036
magic man, So whatever!!,0.0,Frase 4037
magic man,  It's downstairs.,0.0,Frase 4038
magic man,"  My special thing. ,  Whoa! Aaaaagh!",0.508,Frase 4039
magic man,"  Aah! ,  Tada! C'mon. ,  That's the thing. My special thing. ,  A Martian transporter.",0.508,Frase 4040
magic man,  Yeah. My brothers gave it to me when they banished me to earth. They thought I'd learn love and use it to go back home.,0.7506,Frase 4041
magic man,"  You put your hands on those thingies and think stuff about people. ,  But it's broken! Hasn't worked in 200 years.",-0.5255,Frase 4042
magic man,  Huzzah??,0.0,Frase 4043
magic man,"  I win again, just like always!",0.7644,Frase 4044
magic man,"[' Oh, Margles.']",0.0,Frase 4045
magic man, Magic dog! I'll take some sandwich!,0.0,Frase 4046
magic man," Hmm... yeah, I could do that... or... wait, wait! ",0.3595,Frase 4047
magic man, That's a good-looking sandwich.,0.0,Frase 4048
magic man," It's got my germs, so it's mine now.",0.0,Frase 4049
magic man, Dead arms! ,-0.68,Frase 4050
magic man," Look, if you really want your sandwich, you'll have to solve my little riddle. ,  When your face shows 7:20, when green leaves turn brown, the only way forward is down. Then you'll see, the wetter, the better.",0.6478,Frase 4051
magic man, You try and come up with something on the spot! It's hard! ,-0.2462,Frase 4052
magic man," Now to savor the moment. ,  It's just you and me, baby. ",0.0,Frase 4053
magic man," Bzzz, bzzz, bzzz, bzzz. The waffle doll shall fall lest you eat the yellow dough. ,  Bzzzzz... ",0.0,Frase 4054
magic man,  Shhh. ,0.0,Frase 4055
magic man,  Did it work? Is he gone?,0.0,Frase 4056
magic man,  Do what thoust will be the whole piece of Law.,0.0,Frase 4057
magic man,  I’m not coming back. ,0.0,Frase 4058
lemonhope,"[' Oh, hi.']",0.0,Frase 4059
lemonhope,"  My name is Badlemon Nohope, but you can call me Lemonhope.",0.0,Frase 4060
lemonhope,"  Thank you, mistress.",0.3612,Frase 4061
lemonhope,"  Yes, mistress. ",0.4019,Frase 4062
lemonhope,"["" I was sharp at the harp, now it's my turn to learn the flute to boot! ""]",0.0,Frase 4063
lemonhope,"  Mistress! Mistress, look! Something scary is happening now!",-0.6219,Frase 4064
lemonhope,"  Yes, mistress.",0.4019,Frase 4065
lemonhope," Mmmmmm, yes. ",0.4019,Frase 4066
lemonhope," Eh... ,  I don't know. I'm not too worried about other people, I guess. Like, I got me, and they got them. Mm.",0.5248,Frase 4067
lemonhope, Um...,0.0,Frase 4068
lemonhope, Oh... but I don't want to! I want both cupcakes. Finn can get his own cupcakes! ,-0.3071,Frase 4069
lemonhope," No! I don't have to do anything that I don't want to. They set me free, and free means I decide what I do, not them and not you!",0.6968,Frase 4070
lemonhope," ♪Lemonhope's got feet that take him to fun. ,  Lemonhope's got meat that's warm in the sun. ,  Lemonhope's got no future plans, fully undeterred. No shirts, ,  no pants, ,  no ""won't""s, ,  no ""can't""s.",-0.6222,Frase 4071
lemonhope," ♪My body's free like a li'l baby bird. Caw! Lemonhope's got legs that'll strut hot struts. Lemonhope's got thighs that'll pump both butts. He's... got a harp, s'got a flute, free to strum, ,  free to toot! Free from PB-gum, I'm a lemon of ,  freedom!♪ ,  Oh. It's warm.",0.955,Frase 4072
lemonhope," Oh, man, that thing looks just lousy with freedom... straight-up right out the diddle-doo, comin' at ya right straight up. Ha-ha!",-0.4389,Frase 4073
lemonhope," Yeah, exactly. ,  A-ha-ha-ha! ,  Wha-a-at? Okay... ,  It takes all kinds, I guess! ",0.4184,Frase 4074
lemonhope," Oh, my fontanelle. Hello? I—I accidentally came on to your boat, ,  but—but I think I really need some help.",0.144,Frase 4075
lemonhope, A lot of nightmares again. I guess that's freedom for you. Oh.,0.6369,Frase 4076
lemonhope," Mm. ,  Thirsty. ,  Nothing like juice for breakfast. ,  Oh. I guess that's the rest of those. ,  Well, I guess if there's no juice, I got freedom to go find water. ",0.457,Frase 4077
lemonhope," Huh. Weird cloud's still there. ,  Couldn't rain a little, could ya? Huh, cloud? Eh, what are you gonna do? Freedom not to rain, I guess. ",0.6174,Frase 4078
lemonhope," Lemonhope's got meat that's warm in the sun. My lemon of... ,  freedom!",0.75,Frase 4079
lemonhope, Who are you?,0.0,Frase 4080
lemonhope, Mm-hmm.,0.0,Frase 4081
lemonhope, Mm...,0.0,Frase 4082
lemonhope," Oh, I can't read. They tried to teach me in school, but... mm, I just faked it.",0.0,Frase 4083
lemonhope,,0.0,Frase 4084
lemonhope, No! Phlannel! Stop the ship! Stop the ship!,-0.7762,Frase 4085
lemonhope, STOP THE SHIP!,-0.3595,Frase 4086
lemonhope, Oh.,0.0,Frase 4087
lemonhope," Oh, my gosh, Phlannel, yes! ,  It's a dream come true! ,  A dream come true! A dream come true...",0.9213,Frase 4088
lemonhope," ♪Poor little Lemonhope. ,  Throw me a lemon-rope. Is there a home for me and my harp? A place where my ,  friends... give me hu—?",0.0,Frase 4089
lemonhope," It's not that, Phlannel. I had a bad dream.",-0.3612,Frase 4090
lemonhope," I'm free now, Phlannel, to do all whatevs I ever wanted, but all I think about is my old life. What does it mean?",0.2846,Frase 4091
lemonhope," Huh. That's what Mistress always said, and I didn't even listen.",0.0,Frase 4092
lemonhope," I'll... I'll go back, and I'll help my people, and maybe I'll feel better.",0.6808,Frase 4093
lemonhope," Um... with my harp ,  and... my flute! ,  And help from my friend Phlannel!",0.7568,Frase 4094
lemonhope," ♪Lemonhope's family held in Lemongrab's lair. Saving them will save me, but... I am pretty scared.♪",0.7506,Frase 4095
lemonhope, Hmm... ,0.0,Frase 4096
lemonhope,,0.0,Frase 4097
lemonhope, I didn't say anything.,0.0,Frase 4098
lemonhope, Hmm?,0.0,Frase 4099
lemonhope, Coming! ,0.0,Frase 4100
lemonhope," Wait, I'm—I'm—I'm coming!",0.0,Frase 4101
lemonhope, Hello? H—Hello?,0.0,Frase 4102
lemonhope, Is he gonna stay like that?,0.3612,Frase 4103
lemonhope," Nah, that's okay.",0.128,Frase 4104
lemonhope," I mean, you guys are cool and all, but I mostly came back here so I could stop thinking about y'all all the time. I'll be back when I'm tired of being free. ,  See you in a thousand years, I guess. Peace!",0.6217,Frase 4105
lemonhope," Thank you! Thank you all! As your younger, more relatable new ruler, I shall endeavor to undo all the order imposed by my predecessor! ",0.6784,Frase 4106
lemonhope," No, Lemongrab! You are unacceptable!",-0.6988,Frase 4107
lemongrabs, NO CRUMBS!,-0.3595,Frase 4108
lemongrabs, ...so they won't worry about us while we're away.,0.3412,Frase 4109
lemongrabs, Me!,0.0,Frase 4110
lemongrabs," Ooh, wave farewell! What a lucky little boy you are to live so gaily.",0.4753,Frase 4111
lemongrabs, No! It is my love that he prefers! He is spiteful of your love!,0.7332,Frase 4112
lemongrabs,  MOOO!!! ,0.0,Frase 4113
lemongrabs,"  Sorry, sir.",-0.0772,Frase 4114
lemongrabs," Remember, Lemonhope!",0.0,Frase 4115
lemongrabs, Ooh!,0.0,Frase 4116
lemongrabs,  It's... dinner time! ,0.0,Frase 4117
lemongrabs,  Announcing arrival o' Princest Bubblegah and little boy!,0.0,Frase 4118
lemongrabs,"  Sorry, sir! ",-0.1511,Frase 4119
lemongrabs, NO CRUMBS!,-0.3595,Frase 4120
lemongrabs, ...so they won't worry about us while we're away.,0.3412,Frase 4121
lemongrabs, Me!,0.0,Frase 4122
lemongrabs," Ooh, wave farewell! What a lucky little boy you are to live so gaily.",0.4753,Frase 4123
lemongrabs, No! It is my love that he prefers! He is spiteful of your love!,0.7332,Frase 4124
lemongrabs,  MOOO!!! ,0.0,Frase 4125
lemongrabs,"  Sorry, sir.",-0.0772,Frase 4126
lemongrabs," Remember, Lemonhope!",0.0,Frase 4127
lemongrabs, Ooh!,0.0,Frase 4128
lemongrabs,  It's... dinner time! ,0.0,Frase 4129
lemongrabs,  Announcing arrival o' Princest Bubblegah and little boy!,0.0,Frase 4130
lemongrabs,"  Sorry, sir! ",-0.1511,Frase 4131
lemongrab 2, No food here.,-0.296,Frase 4132
lemongrab 2, FIX THE DOOR!,0.0,Frase 4133
lemongrab 2," There is no more candy to hoard. Let them keep what crumbs they find, for there are no crumbs.",-0.5267,Frase 4134
lemongrab 2, ...for whom they starve.,-0.4404,Frase 4135
lemongrab 2," ...when she saw fit to create me, Lemongrab...",0.5574,Frase 4136
lemongrab 2," Yes, yes! All her fault!",0.508,Frase 4137
lemongrab 2," I said, ""all her fault.""",0.0,Frase 4138
lemongrab 2, I looked deep in myself and found that I'm a guy who can't stop making candy life from the food he needs.,0.2235,Frase 4139
lemongrab 2," It just felt so pretty okay inside, greeting each new placid face...",0.8357,Frase 4140
lemongrab 2," We used the last of the food to make Plop-Top, here.",0.0,Frase 4141
lemongrab 2, Who cares anyway? They've brought no food! We're all going to die!,-0.5696,Frase 4142
lemongrab 2," Yes, yes. There we go! ",0.69,Frase 4143
lemongrab 2, Ooh!,0.0,Frase 4144
lemongrab 2, For our boys.,0.0,Frase 4145
lemongrab 2," Mmmm, here's the plan...",0.0,Frase 4146
lemongrab 2," Now go, young Lemonjon!",0.0,Frase 4147
lemongrab 2, All your fault!,-0.4574,Frase 4148
lemongrab 2, We warned you about us!,-0.3382,Frase 4149
lemongrab 2, Eat on it! ,0.0,Frase 4150
lemongrab 2, Hm.,0.0,Frase 4151
lemongrab 2," Oh, little Lemon-Sweets, our son. ,  So precious. You enjoy sitting in your chair? ,  What would you like to do now? ,  Go to bed.",0.8838,Frase 4152
lemongrab 2," Dearest brother, I really think Lemon-Sweets would rather go to bed. ",0.5574,Frase 4153
lemongrab 2," I'll fetch our son a sleeping bonnet. ,  Beautiful. ,  Brother, stop that!!",0.508,Frase 4154
lemongrab 2,,0.0,Frase 4155
lemongrab 2, The end! My end!,0.0,Frase 4156
lemongrab 2,"  Yes, welcome—",0.4019,Frase 4157
lemongrab 2,  Hmm. Acceptable.,0.3182,Frase 4158
lemongrab 2,[' Acceptable.'],0.0,Frase 4159
lemongrab 2,"  Come, one and all, and join the dance!",0.3595,Frase 4160
lemongrab 2,"  Lemon brothers! Stop! Stop and listen! ,  It has cost me much, but I have learned that lemon need not squeeze lemon to survive. Lemonhope, go forth, grow strong, and return for us!",0.6617,Frase 4161
lemongrab 2, Me too!,0.0,Frase 4162
lemongrab 2, Ow!,0.0,Frase 4163
lemongrab 2," Save us, Lemonhope! You're our only lemon-ho—!",0.5837,Frase 4164
lemongrab 2," Hey. Hey, guy. Back here.",0.0,Frase 4165
lemongrab 2," Hey, c'mon, I've fallen off back there. Guy? Hey, buddy.",-0.3612,Frase 4166
lemongrab 2," Buddy, buddy, buddy, buddy, buddy, buddy, buddy...",0.0,Frase 4167
lemongrab 2," Play it, Lemonhope!",0.4003,Frase 4168
lemongrab 2, The harp! Hurry! I'll take care of the rest!,0.6219,Frase 4169
lemongrab 2," The harp, Lemonhope! Play it!",0.4559,Frase 4170
lemongrab 2," The harp, Lemonhope! The harp!",0.0,Frase 4171
lemongrab 2," Faster, Lemonhope!",0.0,Frase 4172
lemongrab 2," Faster, Lemonhope!",0.0,Frase 4173
lemongrab 2, Faster!,0.0,Frase 4174
lemongrab 2," What a wondrous time you've experienced, and tomorrow there will be more adventures to be had for little Lemonsweets.",0.4005,Frase 4175
lemongrab 2, Eee! Aaaaaaaaaaah!,0.0,Frase 4176
lemongrab 2,  Hello? Am I in the right room?,0.0,Frase 4177
lemongrab 2,  I'm Lemongrab!,0.0,Frase 4178
lemongrab 2,"  Yeah! ,  All in favor of pardoning the prisoners?",0.5562,Frase 4179
lemongrab 2,  PARDONS FOR ALL!,0.3595,Frase 4180
lemongrab 2,  ...and cares by YELLING!,0.5093,Frase 4181
lemongrab 2,  Hmm!,0.0,Frase 4182
lemongrab 2,  BUT CALL FIRST!!!,0.0,Frase 4183
the lich,['\xa0Shhhh...'],0.0,Frase 4184
the lich,  Finn...,0.0,Frase 4185
the lich,"  Finn... ,  Come...",0.0,Frase 4186
the lich,"  Aren't you cold... Finn...? ,  Walk into the well... Finn... Aren't you cold...?",0.0,Frase 4187
the lich,  You are a joke to me!! ,0.4184,Frase 4188
the lich,"  The book, Finn! Give me the book! ",0.0,Frase 4189
the lich,"  Quickly, child! We're running out of time!",0.0,Frase 4190
the lich,"  No child! It's all true! The book has great power! I can make you live... Forever! Anything you want! Just give me that BOOK! ,  Grrrrrr....",0.8002,Frase 4191
the lich,  NOOOOO!!! ,0.0,Frase 4192
the lich,  Thanks Finn! I couldn't have done it without you!,0.5399,Frase 4193
the lich,"  NGH! GET OFF! ,  Eh... ",0.0,Frase 4194
the lich, Wake up.,0.0,Frase 4195
the lich, Fall.,0.0,Frase 4196
the lich," You are alone, child. ,  There is only darkness for you, and only death for your people. ,  These Ancients are just the beginning.",-0.7845,Frase 4197
the lich," I will command a great and terrible army; and we will sail to a billion worlds. We will sail until every light has been extinguished. You are strong, child. But I am beyond strength. I am the end. ,  And I have come for you, Finn. ",0.8176,Frase 4198
the lich, Wake up.,0.0,Frase 4199
the lich,"  I wish- for the extinction of all ,  li-i-if for Finn and Jake to go back home to Ooo. Huh!? No wait, what's not what I wished for!",0.2695,Frase 4200
the lich,"  Before there was time, before there was anything, there was nothing, and before there was nothing... there were monsters. ,  Here's your gold star! ",0.0,Frase 4201
the lich, Yessss... One step closer.,0.0,Frase 4202
the lich,  ,0.0,Frase 4203
the lich,[' Ah ha ha ha ha!'],0.7574,Frase 4204
the lich,"  I have learned much from you. Thank you, my teachers. And now for your... education. ",0.3612,Frase 4205
ice king,"  What?! ,  Who dares enter the Ice Kingdom?!",0.0,Frase 4206
ice king,"  You know why I'm here? Do you know what ""Ice King"" means?!",0.0,Frase 4207
ice king,  It means I'm King of Ice! This is my domain! And you are violating Ice World law--trespassing!,-0.6571,Frase 4208
ice king,"["" I don't care! This is my kingdom. You guys can't just scoot about on my land willy-nilly. I've got rules here.""]",-0.4442,Frase 4209
ice king,"["" What?! I am the king! I am the king of c-cool c-co ca... That's it! Rise, monsters of snow, and go beat up Finn and Jake! ""]",0.0,Frase 4210
ice king,"[' Ooh, you guys are gonna get it.']",0.0,Frase 4211
ice king," I need a magic back. ,  Trail mix. ,  Ick...ooh, yogurt chip. ,  Tuck, tuck. ,  Aww man.",0.0,Frase 4212
ice king,"  I'm back home! Hello, ladies!",0.0,Frase 4213
ice king,"  Now, now. I've brought you a baby and a puppy. ",0.0,Frase 4214
ice king,  What?,0.0,Frase 4215
ice king,  You don't understand! I collect princesses because I want to marry one.,0.1511,Frase 4216
ice king,"  I'm collecting them all first to be sure I make the right choice. You're both too young to understand, but marriage is a serious thing and lasts forever. You can't just rush into it, you know?",0.0516,Frase 4217
ice king,"  Of course they do! I would have killed them already if they didn't want to be here. Right ladies? ,  Zzhp Zzhp.",-0.7196,Frase 4218
ice king,  ,0.0,Frase 4219
ice king," Nice try, boy! Princesses, did you see? Did you see Finn fail?",-0.3296,Frase 4220
ice king,"  Oh, no you won't! ",-0.3595,Frase 4221
ice king,  Eat it.,0.0,Frase 4222
ice king,"  Oh, are you trying to hit me? Well, excuse me because I have to go potty in the bathroom. ",0.34,Frase 4223
ice king,"[' What? Not having any fun? But last night I read you the story of ""Baby Whatsit and the Bottle Prince.""']",-0.47,Frase 4224
ice king,"  Other princesses, do you feel the same way?",0.0,Frase 4225
ice king,"  Well, here, watch. I'll show you. We'll have some fun. Fun's my middle name.",0.6597,Frase 4226
ice king,"  Here, now, Wildberry Princess. I need you to play this. ",0.34,Frase 4227
ice king,"  Well, come here, I'll teach you. Put your hand through the bars, atta princess, and uh... ",0.6486,Frase 4228
ice king,  Just play it like I showed you.,0.5994,Frase 4229
ice king,  PLAY IT OR I'LL SQUISH YOU INTO JUICE!!!,0.5067,Frase 4230
ice king,"  Yeah, keep playing it. Now everyone pick up an instrument and play it. Oh, this is going to be so much fun!",0.8508,Frase 4231
ice king,"  Oh, that was fun!",0.5562,Frase 4232
ice king,"  You're right! Good idea, Finn.",0.4926,Frase 4233
ice king,  I hope they think I'm fun. ,0.7351,Frase 4234
ice king,"  Make way for the fun tray! Whoa, what's happening?",0.5562,Frase 4235
ice king,  What is this?,0.0,Frase 4236
ice king,  Because I left the room?,0.0,Frase 4237
ice king,  I don't get this.,0.0,Frase 4238
ice king,  Me? You want to dance with me?,0.168,Frase 4239
ice king," Wow! ,  Yes! Yes! Whoopee!",0.8852,Frase 4240
ice king,"  Wait, no! ,  Don't leave! I'll kill you all! ,  Why are you doing this? Everyone was finally warming up to me.",0.6324,Frase 4241
ice king,"  Bah! Finn, you just ruined my chances with 5 or 6 potential wives! For that you will... ,  Ohh! Oh, my beard. ",-0.4898,Frase 4242
ice king,"  Why do people not like me? Is it because I'm a magic user or is my beard too shaggy? ,  I try so hard to be a good husband for girls. What's wrong with me?",-0.5742,Frase 4243
ice king,"  Who are you? ,  I know. You're probably a--a big nerd! Why don't you try being cool like me? ,  Star dust is so ticklish! ,  What happened? Princesses? Ohhh...",0.6303,Frase 4244
ice king,  Huh?,0.0,Frase 4245
ice king,  Foolish interlopers! Zah! ,-0.3987,Frase 4246
ice king,"  Ee hee hee hee—OOH! ,  MY EYESIGHT!",0.0,Frase 4247
ice king,"  I will kiss her! I will! ,  Hold still. ,  Mwah!",0.8007,Frase 4248
ice king,"  What?! ,  EEEEGH!! ,  The hour is yours, but the day shall be mine! Just like you, Princess—MINE!",0.6617,Frase 4249
ice king,"  No, Finn! ,  You were not wrong. He is evil! ",-0.6838,Frase 4250
ice king,"  But my enervated condition has everything to do with him. ,  I was trying to cast a spell that would give me total control of Princess Bubblegum's heart! ...But I messed it all up... and lost control of mine. ,  He planned to rip out Princess Bubblegum's heart... to make it his bride. ,  Without my heart, I grew weak. ,  But I made my way to the Candy Kingdom to look for him. In an alleyway, I begged him to ,  return to me and leave the princess alone. ,  But he threw me in the dumpster and left me for dead. ,  Stop Ricardio!",-0.9476,Frase 4251
ice king,"["" Stop! Stop it! That's my heart, you piece of—""]",-0.6103,Frase 4252
ice king,"  Oh, yeah...",0.0,Frase 4253
ice king,  Come to daddy...,0.0,Frase 4254
ice king,"  Yeah, there you go... ,  Like that? Huh?",0.6199,Frase 4255
ice king,"["" I feel wonderful! Hahaha! And now that I've saved the Princess, she'll marry me and live in my dungeon every day!""]",0.8996,Frase 4256
ice king,"  Yes you WILL! ,  Well... maybe not today... or tomorrow... but another day! Another—",0.3472,Frase 4257
ice king,"  Is that you, honey? ,  How was your day at work? ,  Terrible! How could I possibly stand to be apart from you, the Ice King?! ,  You see, Gunter, that's how it would go if I actually had a wife.",-0.6398,Frase 4258
ice king,"  Game time! ,  Kill the frog! Kill the frog! C'mon! Oh, he's right in front of you! Lower! L—,  Stupid lady. Kill it...",-0.9715,Frase 4259
ice king,"  No, no! That frog is casting magic missiles on my babe! ",-0.6103,Frase 4260
ice king,"  No, c'mon, get out of the—UGH! Move!",-0.4184,Frase 4261
ice king,"  Baaaugh! ,  This game cheats anyway! ,  LOOK WHAT YOU DID, GUNTER!!",-0.6083,Frase 4262
ice king,"  What are you on about? You're starting to infuriate me... It's almost like you're trying to alert me—warn me about... I don't know, an intruder or something? Perhaps he's lurking in this very room, just outside my field of vision!",0.3311,Frase 4263
ice king,"  Well, knock it off!!",0.3987,Frase 4264
ice king," Hmm. You're looking kinda fat, Gunter! Look at these arms! Fat fat fat! Daddy's little fattie! Oh, you'll never get a prom date with all that chub on your face, you know! ,  Ooh! Oh, blast these melty ceilings!",0.0,Frase 4265
ice king,  What was that?,0.0,Frase 4266
ice king,  Huh? An intruder! Maybe a beautiful princess like in my poems.,0.7712,Frase 4267
ice king,"  Whoa, ice-o-pede! Finn?! Oh, why can't you ever be a princess?! Ice-o-pede, attack! ,  Ice-o-pede, no! Aaah!",-0.78,Frase 4268
ice king,"  Hahaha! Finish him off, my semi-loyal pet! ,  An innocent bystander?! ZAP!",0.8002,Frase 4269
ice king,  Crush him! Crush him like you crushed me!!,-0.5229,Frase 4270
ice king,  Come on!,0.0,Frase 4271
ice king,[' Something about that robot I tried to kill fills me with... deep longing.'],-0.6908,Frase 4272
ice king,[' THREE!'],0.0,Frase 4273
ice king,  I've come to take my son.,0.0,Frase 4274
ice king,"  Come to Papi, son. I won't attack you... unless provoked.",0.1164,Frase 4275
ice king,  It was my power that activated his full potential. Zzz. ,-0.296,Frase 4276
ice king,"  When you were struck by my lightening, you also became infused with my private particles. He wants to be with me, Finn!",-0.3164,Frase 4277
ice king,"  Don't worry, son. I'll show you the life you deserve! ",0.4015,Frase 4278
ice king,"  Yes! Now that we've entered my imagination zone, allow me to tantalize you with this! ,  Princesses! As my son, you will carry on the tradition of capturing ladies!",0.6973,Frase 4279
ice king,  I want a son who can do better than I. One who can succeed where I... have failed. You can mate with robot princesses!,0.5255,Frase 4280
ice king,  NO!! I'll show you what will happen if you hang out with Finn!,-0.5871,Frase 4281
ice king,"  NOOOOO!! ,  I'm through playing around, son. Who do you choose?",0.3365,Frase 4282
ice king,"  He made his choice! Get over it, crybaby!",0.0,Frase 4283
ice king," WHHHAAAAT— ,  Aah! My face! ,  I birthed you and I can un-birth you!",0.0,Frase 4284
ice king,  OOF! ,0.0,Frase 4285
ice king,"  No, let's just stay here a little longer, son.",-0.296,Frase 4286
ice king,  Eee!,0.0,Frase 4287
ice king,"  Think this is the right address, ,  mmm is this, is this....",0.0,Frase 4288
ice king,"  You can not defeat me, child!",0.416,Frase 4289
ice king,"['\xa0Now I can\xa0kill you! Oh wait, wait, wait. I am so stupid! Silly Billy! I came by to tell you the good news!']",-0.5033,Frase 4290
ice king,  I'm getting married... to someone who wants to marry me! ,0.0,Frase 4291
ice king,"  My betrothed is right over there! ,  Hi, honey!",0.0,Frase 4292
ice king,  I'm a lucky guy—I didn't even have to kidnap this one! She fell in love with me the moment I slipped on her engagement ring! ,0.8906,Frase 4293
ice king,"  The lady penguins are throwing her one of those ""bachelorette"" parties.",0.4019,Frase 4294
ice king,"  Oh well, no more capturing pretty princesses for this Ice King! ",0.5676,Frase 4295
ice king,  Hmm?,0.0,Frase 4296
ice king,"[' Sure wish someone would throw me a bachelorette party—oop, I mean, ""man-lorette"" party.']",0.6124,Frase 4297
ice king,"  If you won't throw me man-lorette party, then I'll never have my last hurrah before buckling down with that battle axe! It'll drive me back to a life of stealing hot princesses! Is that what you want?!",-0.3129,Frase 4298
ice king,  ,0.0,Frase 4299
ice king,[' Best man-lorette party ever! '],0.8016,Frase 4300
ice king,  ,0.0,Frase 4301
ice king,"  Fah! ,  Hahahaha! Now I'm gonna go get married! Hehehehe! ♫I'm gonna get married!♪",0.0,Frase 4302
ice king,  Yeah--wait. No more s-stealing princesses? Wow.,0.4336,Frase 4303
ice king,  I didn't realize I'd have to give up stealing the ladies.,-0.5719,Frase 4304
ice king,"  I know what I said, but, y'know, sometimes you say things and then you don't really mean them.",0.0,Frase 4305
ice king,"  I'm just not sure I wanna get married in such a hurry. What if she's just after my ,  Demonic Wishing Eye and Ghost pouch? ",-0.3318,Frase 4306
ice king,"  Maybe I'll just go back to capturing lots of girls. It's what I feel comfortable doing, y'know? Being free, wind at my back, lots of girls, kidnapping 'em.",0.765,Frase 4307
ice king,  Really? Why?,0.0,Frase 4308
ice king,  My mind is made up—80% sure. No marriage.,0.0258,Frase 4309
ice king,"  Bleh, those stinky old swans. Huh?",-0.3612,Frase 4310
ice king,"  Ohhhh, now I get what you guys are trying to tell me! Marriage is a thing that allows me to capture a princess forever and let her live inside of me! ,  Marriage is the most beautiful thing in the world!",0.7243,Frase 4311
ice king,  The wedding? Back on—100%! ,0.0,Frase 4312
ice king,"  Finn, Jake, you made it! ,  Come on up here. I'm almost finished tying up my bride.",0.0,Frase 4313
ice king,"  This is a traditional wedding ritual for good luck in the Ice Kingdom. You see, she'll be hoisted up and then lowered down—and when she touches my beard from above, she will be my queen! ",0.69,Frase 4314
ice king,"  Thank you! Excuse me as we finish preparing for the nuptials. 2, 4, 8, 16, 20, uh—",0.4753,Frase 4315
ice king,"  Yes—32, 64, one hundred and—eh.",0.0,Frase 4316
ice king,  No! She's my love boat! ,0.555,Frase 4317
ice king,"  Okay, that's your opinion! ",0.2942,Frase 4318
ice king,"  Yeah, yes, that's right.",0.5994,Frase 4319
ice king,"  Oh, I don't know... I'm complicated—and spontaneous! ,  That's probably why she wants to marry me!",0.0,Frase 4320
ice king,  Silence! ,0.0,Frase 4321
ice king,  It's time for the lowering ceremony! Hoist her up!,-0.3786,Frase 4322
ice king,  Hehehehe! Commence the lowering!,-0.3786,Frase 4323
ice king,"  Yes, nothing can stop me now.",0.5556,Frase 4324
ice king,"  Strangling the groom's nose at a wedding? ,  What's wrong with you?! You're the one that there's something wrong with!",-0.7989,Frase 4325
ice king," I think you dropped something. ,  Catch! ",0.0,Frase 4326
ice king,"  Now, let's try that again. ,  Lower her!",-0.3595,Frase 4327
ice king,"  Here she comes. Yes, touch my beard, deary. Yes, that's right. Almost there...",0.8074,Frase 4328
ice king,"  Oh! I'm married, right, snowman?",0.0,Frase 4329
ice king,"  What? What's that supposed to— ,  Oh no.",-0.296,Frase 4330
ice king,"[' Come on, guys. Help me celebrate my un-marriage.']",0.7506,Frase 4331
ice king," Who is it? ,  Zap zap zap zap zap zap zap! ,  Ooh, someone left me a gift. Peanut brittle? But I'm on a diet. ",0.5502,Frase 4332
ice king," Oahh! Finn, you have destroyed my faith in canned peanut brittle! Zap! ,  Oh, no, my crown has all my powers in it!",-0.5815,Frase 4333
ice king,"  Oh, this is a total rook!",0.0,Frase 4334
ice king," I didn't steal it! I made that item! …Made it with the magic that I stole! So hand it over, or I'll strike menacing poses at you! ",0.7775,Frase 4335
ice king,  These bars can't hold me forever! Hey there's only like two of 'em. You fools have no business guarding prisoners.,-0.7574,Frase 4336
ice king,  Hmm?,0.0,Frase 4337
ice king,  How about you just hand me my crown. I'll create some ice bars.,0.6486,Frase 4338
ice king,"  I'm toying with you, ha ha, psychologically. ",0.5859,Frase 4339
ice king,  So what am I being charged with?,-0.2023,Frase 4340
ice king,"  Gah! Of course it matters! The way things work is first, I transgress your meaningless rules and then you maliciously persecute me!",-0.7767,Frase 4341
ice king,"[' Fool! You have disrupted that order, for—are you ready for this?—I have committed no recent crime!']",-0.2695,Frase 4342
ice king,"["" I'm rockin' your worldview!""]",0.0,Frase 4343
ice king,"  Oh, yeah? You know who really deserves to be in jail? I will show you the true jerks! ,  Behold! ",0.5919,Frase 4344
ice king,"  Behold! ,  Wha, Behold! ,  Behold the true jerks!",0.3769,Frase 4345
ice king,"[' Is it time for my hour in the yard, boss?']",0.0,Frase 4346
ice king,"  This is a trick, huh?",-0.0516,Frase 4347
ice king,"[' There must be someone waiting outside to beat me. Ooh, is that my crown over there? ']",0.0,Frase 4348
ice king,  Hey!,0.0,Frase 4349
ice king,  Get out of my room!,0.0,Frase 4350
ice king,"  So, you're really breaking me out?",0.0,Frase 4351
ice king," You mean, you believe me? Oh, can it be? Has all the hatred between us transmuted into something more? A friendship? A best friendship. ,  Knucks? ,  Oh, ho ho, slaps in disgust, eh? Let's call them ""Slappy D's""! Okay, see you later, my bosoms!",0.7358,Frase 4352
ice king,"  Cast ""Detect Secret Door""! ,  Success! ,  Wa ha ha ha!",0.8951,Frase 4353
ice king,  Finally! Freedom and friends FOREVER!!!,0.858,Frase 4354
